race_name,race_class,name,nationality,rider_id,final_position,total_time,total_points,pro_points,queen_points,power_points,team.teamClass,team.teamClassId,team.teamId,team.teamName,stage_1_time,stage_1_stage_result,stage_1_cumulative_result,stage_1_cumulative_behind,stage_1_overall_time,stage_2_time,stage_2_stage_result,stage_2_cumulative_result,stage_2_cumulative_behind,stage_2_overall_time,stage_3_time,stage_3_stage_result,stage_3_cumulative_result,stage_3_cumulative_behind,stage_3_overall_time,stage_4_time,stage_4_stage_result,stage_4_cumulative_result,stage_4_cumulative_behind,stage_4_overall_time,stage_5_time,stage_5_stage_result,stage_5_cumulative_result,stage_5_cumulative_behind,stage_5_overall_time,stage_6_time,stage_6_stage_result,stage_6_cumulative_result,stage_6_cumulative_behind,stage_6_overall_time,stage_0_time,stage_0_stage_result,stage_0_cumulative_result,stage_0_cumulative_behind,stage_0_overall_time
EWS Burke,MEN | Under 21,FOURCADE Luca,FRA,35944,13,+00:00:34:59.310,90,N/A,N/A,N/A,Development,5,88,Tribe Pyrenees Gravity,+00:00:06:43.380,17,17,+00:00:00:29.400,+00:00:06:43.380,+00:00:06:34.020,15,16,+00:00:00:49.010,+00:00:13:17.400,+00:00:03:11.770,21,15,+00:00:01:04.610,+00:00:16:29.170,+00:00:02:40.960,24,17,+00:00:01:16.220,+00:00:19:10.130,+00:00:09:23.630,13,15,+00:00:01:36.270,+00:00:28:33.760,+00:00:06:25.550,13,13,+00:00:01:48.680,+00:00:34:59.310,,,,,
EWS Burke,MEN | Under 21,BERTINI Lisandru,FRA,36198,14,+00:00:35:02.080,85,N/A,N/A,N/A,Premier,1,13,Lapierre Zipp Collective,+00:00:06:36.630,13,13,+00:00:00:22.650,+00:00:06:36.630,+00:00:06:38.330,18,14,+00:00:00:46.570,+00:00:13:14.960,+00:00:03:09.350,17,13,+00:00:00:59.750,+00:00:16:24.310,+00:00:02:38.850,19,13,+00:00:01:09.250,+00:00:19:03.160,+00:00:09:30.470,17,14,+00:00:01:36.140,+00:00:28:33.630,+00:00:06:28.450,16,14,+00:00:01:51.450,+00:00:35:02.080,,,,,
EWS Burke,MEN | Under 21,FAIRBROTHER Matthew,NZL,35439,15,+00:00:35:03.740,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:40.940,16,16,+00:00:00:26.960,+00:00:06:40.940,+00:00:06:40.530,21,19,+00:00:00:53.080,+00:00:13:21.470,+00:00:03:08.680,16,18,+00:00:01:05.590,+00:00:16:30.150,+00:00:02:36.590,12,14,+00:00:01:12.830,+00:00:19:06.740,+00:00:09:31.290,18,16,+00:00:01:40.540,+00:00:28:38.030,+00:00:06:25.710,14,15,+00:00:01:53.110,+00:00:35:03.740,,,,,
EWS Burke,MEN | Under 21,CHRISTIE Bailey,AUS,38376,16,+00:00:35:05.740,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:19.610,29,29,+00:00:01:05.630,+00:00:07:19.610,+00:00:06:20.800,5,21,+00:00:01:12.020,+00:00:13:40.410,+00:00:03:03.870,6,20,+00:00:01:19.720,+00:00:16:44.280,+00:00:02:34.250,5,20,+00:00:01:24.620,+00:00:19:18.530,+00:00:09:21.720,11,17,+00:00:01:42.760,+00:00:28:40.250,+00:00:06:25.490,12,16,+00:00:01:55.110,+00:00:35:05.740,,,,,
EWS Burke,MEN | Under 21,CHAPIN Aiden,USA,25700,17,+00:00:35:16.050,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:26.020,5,5,+00:00:00:12.040,+00:00:06:26.020,+00:00:06:25.050,10,7,+00:00:00:22.680,+00:00:12:51.070,+00:00:04:13.150,32,23,+00:00:01:39.660,+00:00:17:04.220,+00:00:02:38.750,18,22,+00:00:01:49.060,+00:00:19:42.970,+00:00:09:17.200,9,21,+00:00:02:02.680,+00:00:29:00.170,+00:00:06:15.880,3,17,+00:00:02:05.420,+00:00:35:16.050,,,,,
EWS Burke,MEN | Under 21,KLOKOCKA Vojtech,CZE,36797,18,+00:00:35:21.680,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:37.560,15,15,+00:00:00:23.580,+00:00:06:37.560,+00:00:06:40.230,20,17,+00:00:00:49.400,+00:00:13:17.790,+00:00:03:12.130,22,17,+00:00:01:05.360,+00:00:16:29.920,+00:00:02:46.750,31,19,+00:00:01:22.760,+00:00:19:16.670,+00:00:09:33.250,19,20,+00:00:01:52.430,+00:00:28:49.920,+00:00:06:31.760,18,18,+00:00:02:11.050,+00:00:35:21.680,,,,,
EWS Burke,MEN | Under 21,HAYDEN Adrian,USA,31647,19,+00:00:35:33.130,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:54.130,20,20,+00:00:00:40.150,+00:00:06:54.130,+00:00:06:38.040,17,20,+00:00:01:03.780,+00:00:13:32.170,+00:00:03:04.350,9,19,+00:00:01:11.960,+00:00:16:36.520,+00:00:02:37.010,14,18,+00:00:01:19.620,+00:00:19:13.530,+00:00:09:35.170,20,18,+00:00:01:51.210,+00:00:28:48.700,+00:00:06:44.430,21,19,+00:00:02:22.500,+00:00:35:33.130,,,,,
EWS Burke,MEN | Under 21,BEARD Carson,USA,34254,20,+00:00:35:43.120,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:54.130,21,21,+00:00:00:40.150,+00:00:06:54.130,+00:00:06:22.850,7,15,+00:00:00:48.590,+00:00:13:16.980,+00:00:03:09.450,19,14,+00:00:01:01.870,+00:00:16:26.430,+00:00:02:40.780,23,15,+00:00:01:13.300,+00:00:19:07.210,+00:00:09:42.330,23,19,+00:00:01:52.050,+00:00:28:49.540,+00:00:06:53.580,26,20,+00:00:02:32.490,+00:00:35:43.120,,,,,
EWS Burke,MEN | Under 21,BROCHET Nicolas,CAN,51316,21,+00:00:35:47.730,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:55.390,22,22,+00:00:00:41.410,+00:00:06:55.390,+00:00:06:48.020,24,22,+00:00:01:15.020,+00:00:13:43.410,+00:00:03:08.100,15,21,+00:00:01:26.950,+00:00:16:51.510,+00:00:02:38.860,20,21,+00:00:01:36.460,+00:00:19:30.370,+00:00:09:40.800,22,22,+00:00:02:13.680,+00:00:29:11.170,+00:00:06:36.560,19,21,+00:00:02:37.100,+00:00:35:47.730,,,,,
EWS Burke,MEN | Under 21,FISHER Brandon,USA,25638,22,+00:00:36:28.250,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:54.070,19,19,+00:00:00:40.090,+00:00:06:54.070,+00:00:06:50.360,26,23,+00:00:01:16.040,+00:00:13:44.430,+00:00:03:15.120,26,22,+00:00:01:34.990,+00:00:16:59.550,+00:00:02:43.940,27,23,+00:00:01:49.580,+00:00:19:43.490,+00:00:09:56.550,27,23,+00:00:02:42.550,+00:00:29:40.040,+00:00:06:48.210,22,22,+00:00:03:17.620,+00:00:36:28.250,,,,,
EWS Burke,MEN | Under 21,ZOTOS Sokratis Aris,GRE,40305,23,+00:00:36:30.870,40,N/A,N/A,N/A,Pro,2,103,Propain Factory Enduro,+00:00:06:51.920,18,18,+00:00:00:37.940,+00:00:06:51.920,+00:00:07:04.850,31,25,+00:00:01:28.380,+00:00:13:56.770,+00:00:03:15.120,25,25,+00:00:01:47.330,+00:00:17:11.890,+00:00:02:40.500,22,24,+00:00:01:58.480,+00:00:19:52.390,+00:00:09:56.630,28,25,+00:00:02:51.530,+00:00:29:49.020,+00:00:06:41.850,20,23,+00:00:03:20.240,+00:00:36:30.870,,,,,
EWS Burke,MEN | Under 21,DAVIS Owen,USA,26665,24,+00:00:36:41.000,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:23.150,30,30,+00:00:01:09.170,+00:00:07:23.150,+00:00:06:42.100,22,29,+00:00:01:36.860,+00:00:14:05.250,+00:00:03:15.540,27,27,+00:00:01:56.230,+00:00:17:20.790,+00:00:02:40.340,21,27,+00:00:02:07.220,+00:00:20:01.130,+00:00:09:40.790,21,24,+00:00:02:44.430,+00:00:29:41.920,+00:00:06:59.080,30,24,+00:00:03:30.370,+00:00:36:41.000,,,,,
EWS Burke,MEN | Under 21,PEREZ VASQUE Clemente,CHI,52269,25,+00:00:36:48.720,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:57.400,23,23,+00:00:00:43.420,+00:00:06:57.400,+00:00:06:56.840,29,24,+00:00:01:25.850,+00:00:13:54.240,+00:00:03:19.370,29,26,+00:00:01:49.050,+00:00:17:13.610,+00:00:02:41.470,25,25,+00:00:02:01.170,+00:00:19:55.080,+00:00:10:00.730,32,26,+00:00:02:58.320,+00:00:29:55.810,+00:00:06:52.910,25,25,+00:00:03:38.090,+00:00:36:48.720,,,,,
EWS Burke,MEN | Under 21,GADBOIS Eli,USA,39407,26,+00:00:36:54.120,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:58.100,24,24,+00:00:00:44.120,+00:00:06:58.100,+00:00:06:59.110,30,26,+00:00:01:28.820,+00:00:13:57.210,+00:00:03:14.390,23,24,+00:00:01:47.040,+00:00:17:11.600,+00:00:02:45.340,29,26,+00:00:02:03.030,+00:00:19:56.940,+00:00:09:59.480,30,27,+00:00:02:58.930,+00:00:29:56.420,+00:00:06:57.700,29,26,+00:00:03:43.490,+00:00:36:54.120,,,,,
EWS Burke,MEN | Under 21,HUTMAN Omer,ISR,40015,27,+00:00:36:57.050,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:08.670,27,27,+00:00:00:54.690,+00:00:07:08.670,+00:00:06:56.500,28,28,+00:00:01:36.780,+00:00:14:05.170,+00:00:03:16.540,28,28,+00:00:01:57.150,+00:00:17:21.710,+00:00:02:43.130,26,28,+00:00:02:10.930,+00:00:20:04.840,+00:00:09:57.150,29,29,+00:00:03:04.500,+00:00:30:01.990,+00:00:06:55.060,28,27,+00:00:03:46.420,+00:00:36:57.050,,,,,
EWS Burke,MEN | Under 21,WICKLUND Jackson,USA,39414,28,+00:00:36:57.190,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:14.510,28,28,+00:00:01:00.530,+00:00:07:14.510,+00:00:06:50.650,27,27,+00:00:01:36.770,+00:00:14:05.160,+00:00:03:20.410,30,30,+00:00:02:01.010,+00:00:17:25.570,+00:00:02:50.100,32,30,+00:00:02:21.760,+00:00:20:15.670,+00:00:09:52.720,26,31,+00:00:03:10.900,+00:00:30:08.390,+00:00:06:48.800,23,28,+00:00:03:46.560,+00:00:36:57.190,,,,,
EWS Burke,MEN | Under 21,PRITCHETT Anthony,USA,24541,29,+00:00:36:58.770,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:43.930,32,32,+00:00:01:29.950,+00:00:07:43.930,+00:00:06:48.740,25,32,+00:00:02:04.280,+00:00:14:32.670,+00:00:03:11.200,20,31,+00:00:02:19.310,+00:00:17:43.870,+00:00:02:38.440,17,31,+00:00:02:28.400,+00:00:20:22.310,+00:00:09:45.920,24,30,+00:00:03:10.740,+00:00:30:08.230,+00:00:06:50.540,24,29,+00:00:03:48.140,+00:00:36:58.770,,,,,
EWS Burke,MEN | Under 21,DEBRUHL Devin,USA,36908,30,+00:00:37:03.570,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:23.520,31,31,+00:00:01:09.540,+00:00:07:23.520,+00:00:06:44.900,23,30,+00:00:01:40.030,+00:00:14:08.420,+00:00:03:14.480,24,29,+00:00:01:58.340,+00:00:17:22.900,+00:00:02:44.750,28,29,+00:00:02:13.740,+00:00:20:07.650,+00:00:09:50.400,25,28,+00:00:03:00.560,+00:00:29:58.050,+00:00:07:05.520,31,30,+00:00:03:52.940,+00:00:37:03.570,,,,,
EWS Burke,MEN | Under 21,BOULIANNE Victor,CAN,39117,31,+00:00:37:28.020,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:07.650,26,26,+00:00:00:53.670,+00:00:07:07.650,+00:00:07:13.550,32,31,+00:00:01:52.810,+00:00:14:21.200,+00:00:03:26.300,31,32,+00:00:02:22.940,+00:00:17:47.500,+00:00:02:46.490,30,32,+00:00:02:40.080,+00:00:20:33.990,+00:00:10:00.200,31,32,+00:00:03:36.700,+00:00:30:34.190,+00:00:06:53.830,27,31,+00:00:04:17.390,+00:00:37:28.020,,,,,
EWS Burke,MEN | Under 21,BEARD Austin,USA,34253,32,+00:00:39:07.330,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:06:58.980,25,25,+00:00:00:45.000,+00:00:06:58.980,+00:00:06:21.490,6,18,+00:00:00:52.080,+00:00:13:20.470,+00:00:03:09.350,18,16,+00:00:01:05.260,+00:00:16:29.820,+00:00:02:37.540,15,16,+00:00:01:13.450,+00:00:19:07.360,+00:00:09:25.550,15,13,+00:00:01:35.420,+00:00:28:32.910,+00:00:10:34.420,32,32,+00:00:05:56.700,+00:00:39:07.330,,,,,
EWS Burke,MEN | Under 21,WHITE Ronan,GBR,36972,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Burke,MEN | Under 21,HELLY Johnathan,CAN,27147,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Burke,MEN | Under 21,MEIER-SMITH Remy,AUS,40508,DNF,DNF,0,N/A,N/A,N/A,Pro,2,103,Propain Factory Enduro,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Burke,MEN | Under 21,KAUX Marin,FRA,30383,DNF,DNF,0,N/A,N/A,N/A,Development,5,88,Tribe Pyrenees Gravity,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Burke,WOMEN,HARNDEN Harriet,GBR,22819,1,+00:00:37:12.970,555,10,25,N/A,Pro,2,23,Trek Factory Racing,+00:00:07:16.870,4,4,+00:00:00:07.950,+00:00:07:16.870,+00:00:06:49.700,1,1,+00:00:00:00.000,+00:00:14:06.570,+00:00:03:21.170,4,1,+00:00:00:00.000,+00:00:17:27.740,+00:00:02:45.650,1,1,+00:00:00:00.000,+00:00:20:13.390,+00:00:09:58.030,1,1,+00:00:00:00.000,+00:00:30:11.420,+00:00:07:01.550,2,1,+00:00:00:00.000,+00:00:37:12.970,,,,,
EWS Burke,WOMEN,CHARRE Morgane,FRA,21958,2,+00:00:37:45.370,470,N/A,20,N/A,Pro,2,74,Pivot Factory Racing,+00:00:07:17.800,6,6,+00:00:00:08.880,+00:00:07:17.800,+00:00:07:11.720,7,5,+00:00:00:22.950,+00:00:14:29.520,+00:00:03:19.450,1,4,+00:00:00:21.230,+00:00:17:48.970,+00:00:02:49.760,7,4,+00:00:00:25.340,+00:00:20:38.730,+00:00:10:08.500,2,2,+00:00:00:35.810,+00:00:30:47.230,+00:00:06:58.140,1,2,+00:00:00:32.400,+00:00:37:45.370,,,,,
EWS Burke,WOMEN,BARAONA Rebecca,GBR,21715,3,+00:00:37:52.370,440,20,N/A,N/A,Premier,1,26,Yeti / Fox Factory Team,+00:00:07:14.450,2,2,+00:00:00:05.530,+00:00:07:14.450,+00:00:07:07.310,2,3,+00:00:00:15.190,+00:00:14:21.760,+00:00:03:20.960,3,2,+00:00:00:14.980,+00:00:17:42.720,+00:00:02:48.250,4,3,+00:00:00:17.580,+00:00:20:30.970,+00:00:10:17.620,6,4,+00:00:00:37.170,+00:00:30:48.590,+00:00:07:03.780,4,3,+00:00:00:39.400,+00:00:37:52.370,,,,,
EWS Burke,WOMEN,RICHTER Raphaela,GER,25746,4,+00:00:38:01.860,395,15,5,N/A,Premier,1,11,Ibis Enduro Team,+00:00:07:16.710,3,3,+00:00:00:07.790,+00:00:07:16.710,+00:00:07:11.500,6,4,+00:00:00:21.640,+00:00:14:28.210,+00:00:03:24.480,10,5,+00:00:00:24.950,+00:00:17:52.690,+00:00:02:49.820,8,5,+00:00:00:29.120,+00:00:20:42.510,+00:00:10:15.990,5,5,+00:00:00:47.080,+00:00:30:58.500,+00:00:07:03.360,3,4,+00:00:00:48.890,+00:00:38:01.860,,,,,
EWS Burke,WOMEN,CONOLLY Ella,GBR,21859,5,+00:00:38:02.410,350,25,N/A,N/A,Pro,2,2,Cannondale Enduro,+00:00:07:08.920,1,1,+00:00:00:00.000,+00:00:07:08.920,+00:00:07:11.300,5,2,+00:00:00:13.650,+00:00:14:20.220,+00:00:03:23.050,5,3,+00:00:00:15.530,+00:00:17:43.270,+00:00:02:47.330,2,2,+00:00:00:17.210,+00:00:20:30.600,+00:00:10:17.650,7,3,+00:00:00:36.830,+00:00:30:48.250,+00:00:07:14.160,8,5,+00:00:00:49.440,+00:00:38:02.410,,,,,
EWS Burke,WOMEN,KINTNER Jill,USA,22648,6,+00:00:38:15.250,310,N/A,10,N/A,N/A,N/A,N/A,N/A,+00:00:07:24.170,8,8,+00:00:00:15.250,+00:00:07:24.170,+00:00:07:20.480,14,9,+00:00:00:38.080,+00:00:14:44.650,+00:00:03:19.580,2,9,+00:00:00:36.490,+00:00:18:04.230,+00:00:02:47.460,3,6,+00:00:00:38.300,+00:00:20:51.690,+00:00:10:14.670,4,6,+00:00:00:54.940,+00:00:31:06.360,+00:00:07:08.890,5,6,+00:00:01:02.280,+00:00:38:15.250,,,,,
EWS Burke,WOMEN,COURDURIER Isabeau,FRA,21731,7,+00:00:38:25.530,265,N/A,15,N/A,Premier,1,13,Lapierre Zipp Collective,+00:00:07:31.150,12,12,+00:00:00:22.230,+00:00:07:31.150,+00:00:07:20.820,15,12,+00:00:00:45.400,+00:00:14:51.970,+00:00:03:23.970,7,11,+00:00:00:48.200,+00:00:18:15.940,+00:00:02:49.390,5,11,+00:00:00:51.940,+00:00:21:05.330,+00:00:10:11.170,3,8,+00:00:01:05.080,+00:00:31:16.500,+00:00:07:09.030,6,7,+00:00:01:12.560,+00:00:38:25.530,,,,,
EWS Burke,WOMEN,MORRISON Rae,NZL,21630,8,+00:00:38:26.710,225,N/A,N/A,N/A,Premier,1,77,Liv Racing,+00:00:07:27.990,10,10,+00:00:00:19.070,+00:00:07:27.990,+00:00:07:10.610,4,7,+00:00:00:32.030,+00:00:14:38.600,+00:00:03:24.150,9,7,+00:00:00:35.010,+00:00:18:02.750,+00:00:02:51.960,12,9,+00:00:00:41.320,+00:00:20:54.710,+00:00:10:18.090,8,7,+00:00:01:01.380,+00:00:31:12.800,+00:00:07:13.910,7,8,+00:00:01:13.740,+00:00:38:26.710,,,,,
EWS Burke,WOMEN,PUGIN Melanie,FRA,21693,9,+00:00:38:37.190,200,N/A,N/A,N/A,Pro,2,49,BH Enduro Racing Team,+00:00:07:24.970,9,9,+00:00:00:16.050,+00:00:07:24.970,+00:00:07:15.350,10,8,+00:00:00:33.750,+00:00:14:40.320,+00:00:03:23.680,6,8,+00:00:00:36.260,+00:00:18:04.000,+00:00:02:49.590,6,8,+00:00:00:40.200,+00:00:20:53.590,+00:00:10:26.500,9,9,+00:00:01:08.670,+00:00:31:20.090,+00:00:07:17.100,10,9,+00:00:01:24.220,+00:00:38:37.190,,,,,
EWS Burke,WOMEN,KOREM Noga,ISR,21660,10,+00:00:39:00.180,175,N/A,N/A,N/A,Pro,2,9,GT Factory Racing,+00:00:07:28.290,11,11,+00:00:00:19.370,+00:00:07:28.290,+00:00:07:19.870,13,11,+00:00:00:41.590,+00:00:14:48.160,+00:00:03:30.150,16,12,+00:00:00:50.570,+00:00:18:18.310,+00:00:02:53.230,16,12,+00:00:00:58.150,+00:00:21:11.540,+00:00:10:33.670,10,11,+00:00:01:33.790,+00:00:31:45.210,+00:00:07:14.970,9,10,+00:00:01:47.210,+00:00:39:00.180,,,,,
EWS Burke,WOMEN,SCARSI Gloria,ITA,36425,11,+00:00:39:15.210,155,5,N/A,N/A,Premier,1,102,Canyon CLLTV Dainese,+00:00:07:17.300,5,5,+00:00:00:08.380,+00:00:07:17.300,+00:00:07:30.480,19,10,+00:00:00:41.210,+00:00:14:47.780,+00:00:03:26.610,13,10,+00:00:00:46.650,+00:00:18:14.390,+00:00:02:50.560,9,10,+00:00:00:51.560,+00:00:21:04.950,+00:00:10:38.640,14,10,+00:00:01:32.170,+00:00:31:43.590,+00:00:07:31.620,14,11,+00:00:02:02.240,+00:00:39:15.210,,,,,
EWS Burke,WOMEN,TAYLOR Chloe,GBR,23462,12,+00:00:39:28.940,125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:58.310,18,18,+00:00:00:49.390,+00:00:07:58.310,+00:00:07:08.030,3,13,+00:00:00:59.770,+00:00:15:06.340,+00:00:03:24.100,8,13,+00:00:01:02.700,+00:00:18:30.440,+00:00:02:51.400,10,13,+00:00:01:08.450,+00:00:21:21.840,+00:00:10:38.000,13,12,+00:00:01:48.420,+00:00:31:59.840,+00:00:07:29.100,12,12,+00:00:02:15.970,+00:00:39:28.940,,,,,
EWS Burke,WOMEN,LAWRENCE Kate,USA,27745,13,+00:00:39:35.300,100,N/A,N/A,N/A,Premier,1,26,Yeti / Fox Factory Team,+00:00:07:56.650,16,16,+00:00:00:47.730,+00:00:07:56.650,+00:00:07:19.510,12,15,+00:00:01:09.590,+00:00:15:16.160,+00:00:03:27.780,14,15,+00:00:01:16.200,+00:00:18:43.940,+00:00:02:53.080,15,15,+00:00:01:23.630,+00:00:21:37.020,+00:00:10:35.630,11,14,+00:00:02:01.230,+00:00:32:12.650,+00:00:07:22.650,11,13,+00:00:02:22.330,+00:00:39:35.300,,,,,
EWS Burke,WOMEN,MURDOCK Porsha,USA,22373,14,+00:00:39:41.850,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:53.820,15,15,+00:00:00:44.900,+00:00:07:53.820,+00:00:07:14.800,9,14,+00:00:01:02.050,+00:00:15:08.620,+00:00:03:24.800,12,14,+00:00:01:05.680,+00:00:18:33.420,+00:00:02:52.810,13,14,+00:00:01:12.840,+00:00:21:26.230,+00:00:10:36.950,12,13,+00:00:01:51.760,+00:00:32:03.180,+00:00:07:38.670,18,14,+00:00:02:28.880,+00:00:39:41.850,,,,,
EWS Burke,WOMEN,COOK Becky,GBR,21664,15,+00:00:40:06.730,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:52.130,13,13,+00:00:00:43.210,+00:00:07:52.130,+00:00:07:33.500,20,18,+00:00:01:19.060,+00:00:15:25.630,+00:00:03:28.450,15,16,+00:00:01:26.340,+00:00:18:54.080,+00:00:02:53.000,14,16,+00:00:01:33.690,+00:00:21:47.080,+00:00:10:49.450,15,15,+00:00:02:25.110,+00:00:32:36.530,+00:00:07:30.200,13,15,+00:00:02:53.760,+00:00:40:06.730,,,,,
EWS Burke,WOMEN,ESPINEIRA HERREROS Florencia,CHI,22941,16,+00:00:40:12.870,80,N/A,N/A,N/A,Premier,1,16,Orbea FOX Enduro Team,+00:00:07:22.830,7,7,+00:00:00:13.910,+00:00:07:22.830,+00:00:07:12.950,8,6,+00:00:00:29.210,+00:00:14:35.780,+00:00:03:24.620,11,6,+00:00:00:32.660,+00:00:18:00.400,+00:00:02:51.680,11,7,+00:00:00:38.690,+00:00:20:52.080,+00:00:11:44.840,24,16,+00:00:02:25.500,+00:00:32:36.920,+00:00:07:35.950,15,16,+00:00:02:59.900,+00:00:40:12.870,,,,,
EWS Burke,WOMEN,DUVERT Julie,FRA,21719,17,+00:00:40:18.530,70,N/A,N/A,N/A,Development,5,82,Theory Racing p/b ProBikeKit,+00:00:07:53.470,14,14,+00:00:00:44.550,+00:00:07:53.470,+00:00:07:27.860,18,16,+00:00:01:14.760,+00:00:15:21.330,+00:00:03:33.880,19,17,+00:00:01:27.470,+00:00:18:55.210,+00:00:02:55.690,17,17,+00:00:01:37.510,+00:00:21:50.900,+00:00:10:51.120,16,17,+00:00:02:30.600,+00:00:32:42.020,+00:00:07:36.510,16,17,+00:00:03:05.560,+00:00:40:18.530,,,,,
EWS Burke,WOMEN,SLACO Emily,CAN,24647,18,+00:00:40:40.550,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:57.590,17,17,+00:00:00:48.670,+00:00:07:57.590,+00:00:07:27.400,17,17,+00:00:01:18.420,+00:00:15:24.990,+00:00:03:31.830,18,18,+00:00:01:29.080,+00:00:18:56.820,+00:00:02:58.520,18,18,+00:00:01:41.950,+00:00:21:55.340,+00:00:11:06.850,18,18,+00:00:02:50.770,+00:00:33:02.190,+00:00:07:38.360,17,18,+00:00:03:27.580,+00:00:40:40.550,,,,,
EWS Burke,WOMEN,JONNIER Morgane,FRA,22559,19,+00:00:40:59.730,40,N/A,N/A,N/A,Pro,2,93,Rossignol Factory Team,+00:00:08:12.450,19,19,+00:00:01:03.530,+00:00:08:12.450,+00:00:07:19.200,11,19,+00:00:01:25.080,+00:00:15:31.650,+00:00:03:30.450,17,19,+00:00:01:34.360,+00:00:19:02.100,+00:00:02:59.150,19,19,+00:00:01:47.860,+00:00:22:01.250,+00:00:11:07.330,19,19,+00:00:02:57.160,+00:00:33:08.580,+00:00:07:51.150,19,19,+00:00:03:46.760,+00:00:40:59.730,,,,,
EWS Burke,WOMEN,LONG Julia,CAN,22029,20,+00:00:41:15.060,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:08:15.660,21,20,+00:00:01:06.740,+00:00:08:15.660,+00:00:07:25.520,16,20,+00:00:01:34.610,+00:00:15:41.180,+00:00:03:43.200,20,20,+00:00:01:56.640,+00:00:19:24.380,+00:00:03:02.100,21,20,+00:00:02:13.090,+00:00:22:26.480,+00:00:10:56.920,17,20,+00:00:03:11.980,+00:00:33:23.400,+00:00:07:51.660,20,20,+00:00:04:02.090,+00:00:41:15.060,,,,,
EWS Burke,WOMEN,GRIFFIN Kalen,USA,39607,21,+00:00:43:29.040,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:08:48.190,22,21,+00:00:01:39.270,+00:00:08:48.190,+00:00:07:42.460,21,21,+00:00:02:24.080,+00:00:16:30.650,+00:00:03:45.030,21,21,+00:00:02:47.940,+00:00:20:15.680,+00:00:03:07.990,22,21,+00:00:03:10.280,+00:00:23:23.670,+00:00:11:43.450,23,21,+00:00:04:55.700,+00:00:35:07.120,+00:00:08:21.920,23,21,+00:00:06:16.070,+00:00:43:29.040,,,,,
EWS Burke,WOMEN,HAYDEN Mazie,USA,36788,22,+00:00:43:34.370,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:08:14.850,20,25,+00:00:02:05.930,+00:00:09:14.850,+00:00:07:54.900,25,25,+00:00:03:03.180,+00:00:17:09.750,+00:00:03:45.320,22,25,+00:00:03:27.330,+00:00:20:55.070,+00:00:02:59.900,20,22,+00:00:03:41.580,+00:00:23:54.970,+00:00:11:42.850,21,23,+00:00:05:26.400,+00:00:35:37.820,+00:00:07:56.550,21,22,+00:00:06:21.400,+00:00:43:34.370,,,,,
